adoption_id,adoptions_id,date,quantity,book_id,isbn10,isbn13,title,category
39,4,7/11/2015,119,695,0132832887,9780132832885,Aerodynamics for Engineers,Engineering
39,5,11/25/2015,267,969,013606552X,9780136065524,Economics for Managers,Economics
39,6,3/29/2015,556,481,0321836995,9780321836991,Mathematics All Around,Mathematics
39,7,12/26/2015,541,952,0133097897,9780133097894,"Corporate Finance, The Core",Business
39,8,7/2/2015,427,481,0321836995,9780321836991,Mathematics All Around,Mathematics
39,9,3/8/2015,376,973,0136039855,9780136039853,The Economic Way of Thinking,Economics
39,10,11/18/2015,379,600,0321817621,9780321817624,Statistical Reasoning for Everyday Life,Statistics
39,11,7/17/2015,202,928,0133043541,9780133043549,Human Resource Management,Business
39,12,10/1/2015,183,694,0133379337,9780133379334,Visual C# 2012 How to Program,Computer Science
39,13,4/16/2015,536,911,0132994844,9780132994842,Economics,Economics
39,14,2/8/2016,63,553,0205883052,9780205883059,"The Prentice Hall Guide for College Writers, Brief Edition",English
39,15,12/23/2015,324,910,0133020266,9780133020267,Managerial Economics,Economics
39,16,12/6/2015,560,553,0205883052,9780205883059,"The Prentice Hall Guide for College Writers, Brief Edition",English
39,17,11/5/2015,616,630,0205730523,9780205730520,World Myth,English
39,18,12/23/2015,146,917,0132971216,9780132971218,Information Systems Today,Business
39,19,2/3/2016,203,678,0133074676,9780133074673,Marketing Research,Business
39,20,1/8/2016,113,952,0133097897,9780133097894,"Corporate Finance, The Core",Business
39,21,8/19/2015,549,628,0133140423,9780133140422,Business Math Brief,Business
39,22,2/18/2016,591,574,0321899970,9780321899972,Technical Communication,English
39,23,7/20/2015,580,698,0136157394,9780136157397,Global Marketing Management,Business
39,24,7/16/2015,634,894,0132948915,9780132948913,International Economics,Economics
39,25,10/14/2015,77,632,0321848748,9780321848741,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics
39,26,1/28/2016,431,603,0321825276,9780321825278,Intro Stats,Statistics
39,27,7/17/2015,287,683,0132869500,9780132869508,Ownership Series: Ownership: Accountability,Student Success
39,28,7/27/2015,478,984,0132730359,9780132730358,E-Commerce 2013,Business
39,29,10/17/2015,103,783,0133075354,9780133075359,Fundamentals of Investing,Business
39,30,6/26/2015,282,489,032182623X,9780321826237,Statistics for Business and Economics,Statistics
39,31,7/28/2015,56,648,0205778844,9780205778843,The DK Guide to Literature,English
39,32,3/19/2015,214,924,0133022927,9780133022926,The Economics of Sports,Economics
39,33,9/5/2015,238,485,0321880153,9780321880154,Elementary Algebra,Mathematics
39,34,8/20/2015,673,551,0205902278,9780205902279,Literature and the Writing Process,English
39,35,10/7/2015,265,616,0321865537,9780321865533,Introductory and Intermediate Algebra 5e,Mathematics
40,1,6/3/2015,215,783,0133075354,9780133075359,Fundamentals of Investing,Business
40,2,6/5/2015,402,649,0321818458,9780321818454,Math Lit,Mathematics
40,3,4/18/2015,416,707,0321566440,9780321566447,Managerial Economics,Economics
40,4,12/19/2015,133,950,0132994917,9780132994910,"Money, Banking, and the Financial System",Economics
40,5,1/9/2016,245,600,0321817621,9780321817624,Statistical Reasoning for Everyday Life,Statistics
40,6,3/29/2015,436,792,0133485102,9780133485103,Managing Engineering and Technology,Engineering
40,7,5/19/2015,660,687,0132136422,9780132136426,Introduction to Materials Science,Engineering
40,8,9/1/2015,66,955,0133251241,9780133251241,Horngren's Financial & Managerial Accounting,Business
40,9,8/26/2015,440,630,0205730523,9780205730520,World Myth,English
40,10,6/28/2015,424,482,032182573X,9780321825735,Excursions in Modern Mathematics,Mathematics
40,11,8/12/2015,103,947,0132921146,9780132921145,Operations Management,Business
40,12,12/26/2015,640,646,0133125904,9780133125900,"Power Electronics: Circuits,Devices & Applications",Engineering
40,13,7/10/2015,594,683,0132869500,9780132869508,Ownership Series: Ownership: Accountability,Student Success
40,14,7/5/2015,250,899,0132994348,9780132994347,Personal Finance,Business
40,15,2/20/2016,481,612,0321826027,9780321826022,Precalculus with Modeling & Visualization,Mathematics
40,16,6/22/2015,563,954,0132948850,9780132948852,Survey of Economics,Economics
40,17,3/15/2015,450,916,0133050696,9780133050691,Management Information Systems,Business
40,18,8/28/2015,353,786,0137024878,9780137024872,Managerial Accounting: Decision Making and Motivating Performance,Business
40,19,10/22/2015,593,644,0321880854,9780321880857,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",Mathematics
40,20,1/31/2016,169,906,0132575671,9780132575676,Database Systems,Computer Science
40,21,12/27/2015,363,930,0132948877,9780132948876,Macroeconomics,Economics
40,22,5/25/2015,536,703,0133023672,9780133023671,Principles of Macroeconomics,Economics
40,23,5/23/2015,531,924,0133022927,9780133022926,The Economics of Sports,Economics
40,24,5/3/2015,393,981,013610066X,9780136100669,Business Intelligence,Business
40,25,12/9/2015,555,554,0205883117,9780205883110,Strategies for Successful Writing,English
40,26,10/21/2015,509,976,0132992817,9780132992817,"The Economics of Women, Men and Work",Economics
40,27,12/5/2015,452,484,032179477X,9780321794772,A First Course in Probability,Statistics
40,28,5/14/2015,190,785,0132974401,9780132974400,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",Business
40,29,8/22/2015,195,625,0132180537,9780132180535,"Career Tool Kit, The: Skills for Success",Student Success
41,1,5/30/2015,549,899,0132994348,9780132994347,Personal Finance,Business
41,2,1/10/2016,197,951,0132992477,9780132992473,Corporate Finance,Business
41,3,1/13/2016,147,587,032183724X,9780321837240,Algebra and Trigonometry,Mathematics
41,4,9/5/2015,411,974,0132991284,9780132991285,The Economics of Macro Issues,Economics
41,5,2/19/2016,264,943,0132991306,9780132991308,Modern Systems Analysis and Design,Business
41,6,3/21/2015,67,960,0133056252,9780133056259,Customer Service: Career Success through Customer Loyalty,Business
41,7,8/16/2015,490,648,0205778844,9780205778843,The DK Guide to Literature,English
41,8,11/26/2015,226,631,0205902308,9780205902309,World of Short Stories: 20 Short Stories from Around the World,Student Success
41,9,12/15/2015,480,484,032179477X,9780321794772,A First Course in Probability,Statistics
41,10,4/3/2015,379,589,0321826132,9780321826138,College Algebra with Modeling & Visualization,Mathematics
41,11,10/5/2015,106,697,013261930X,9780132619301,"English for Careers: Business, Professional, and Technical",Business
41,12,3/13/2015,600,898,0133059049,9780133059045,Better Business,Business
41,13,3/12/2015,543,792,0133485102,9780133485103,Managing Engineering and Technology,Engineering
41,14,11/7/2015,501,912,0132994909,9780132994903,Fundamentals of Human Resource Management,Business
41,15,7/22/2015,105,572,0205890547,9780205890545,Mosaics: Reading and Writing Paragraphs,Student Success
41,16,3/14/2015,671,600,0321817621,9780321817624,Statistical Reasoning for Everyday Life,Statistics
41,17,3/13/2015,322,552,0205875548,9780205875542,The Prentice Hall Guide for College Writers,English
41,18,12/7/2015,217,624,0321837347,9780321837349,Precalculus,Mathematics
41,19,1/26/2016,473,603,0321825276,9780321825278,Intro Stats,Statistics
41,20,6/29/2015,633,898,0133059049,9780133059045,Better Business,Business
41,21,7/4/2015,375,926,0133075281,9780133075281,Environmental Law,Business
41,22,11/30/2015,519,898,0133059049,9780133059045,Better Business,Business
41,23,3/10/2015,540,788,0133128741,9780133128741,Manufacturing Engineering & Technology,Engineering
41,24,6/29/2015,492,704,0133354857,9780133354850,Fundamentals of Communication Systems,Engineering
41,25,7/21/2015,460,629,032181696X,9780321816962,Precalculus: Essentials,Mathematics
41,26,5/23/2015,271,897,0133058786,9780133058789,Introduction to Management Accounting,Business
41,27,6/20/2015,55,560,0205891500,9780205891504,Prose Reader,English
41,28,8/20/2015,695,551,0205902278,9780205902279,Literature and the Writing Process,English
41,29,12/17/2015,295,967,013302380X,9780133023800,Principles of Economics,Economics
42,1,4/21/2015,66,560,0205891500,9780205891504,Prose Reader,English
42,2,1/19/2016,55,551,0205902278,9780205902279,Literature and the Writing Process,English
42,3,4/30/2015,84,930,0132948877,9780132948876,Macroeconomics,Economics
42,4,1/26/2016,166,910,0133020266,9780133020267,Managerial Economics,Economics
42,5,8/22/2015,275,784,0133254429,9780133254426,Mechanics of Materials,Engineering
42,6,7/15/2015,286,909,0133077543,9780133077544,Management: A Focus on Leaders,Business
42,7,10/17/2015,181,478,0133129454,9780133129458,Starting out with Visual C# 2012 (with CD-Rom),Computer Science
42,8,9/23/2015,306,786,0137024878,9780137024872,Managerial Accounting: Decision Making and Motivating Performance,Business
42,9,9/22/2015,504,477,0133128083,9780133128086,Starting Out With Visual Basic,Computer Science
42,10,7/13/2015,497,572,0205890547,9780205890545,Mosaics: Reading and Writing Paragraphs,Student Success
42,11,4/10/2015,47,970,0132147556,9780132147552,E-Marketing,Business
42,12,5/7/2015,641,946,0133125637,9780133125634,Auditing and Assurance Services,Business
42,13,5/18/2015,600,569,0321844254,9780321844255,Building College Vocabulary Strategies,Student Success
42,14,12/21/2015,240,480,032183870X,9780321838704,Fundamentals of Statistics,Statistics
42,15,10/11/2015,75,479,0321836960,9780321836960,Elementary Statistics,Statistics
42,16,3/21/2015,534,555,0205886159,9780205886159,"Global Issues, Local Arguments",English
42,17,10/26/2015,458,480,032183870X,9780321838704,Fundamentals of Statistics,Statistics
42,18,4/8/2015,266,572,0205890547,9780205890545,Mosaics: Reading and Writing Paragraphs,Student Success
42,19,5/25/2015,382,615,0321826124,9780321826121,Algebra and Trigonometry with Modeling & Visualization,Mathematics
42,20,3/10/2015,156,475,0133250121,9780133250121,Java Software Structures,Computer Science
42,21,12/21/2015,99,909,0133077543,9780133077544,Management: A Focus on Leaders,Business
42,22,3/5/2016,609,960,0133056252,9780133056259,Customer Service: Career Success through Customer Loyalty,Business
43,1,12/6/2015,527,686,0132869063,9780132869065,Ownership Series: Ownership: Study Strategies,Student Success
43,2,3/18/2015,365,967,013302380X,9780133023800,Principles of Economics,Economics
43,3,2/16/2016,385,949,0132992280,9780132992282,Macroeconomics,Economics
43,4,12/29/2015,184,937,0133423905,9780133423907,Microeconomics,Economics
43,5,3/23/2015,274,935,0132948885,9780132948883,Economics Today: The Micro View,Economics
43,6,4/8/2015,671,547,020587665X,9780205876655,"The Curious Writer, Brief Edition",English
43,7,2/1/2016,223,597,0321870484,9780321870483,Introductory Algebra 10,Mathematics
43,8,2/11/2016,530,554,0205883117,9780205883110,Strategies for Successful Writing,English
43,9,8/9/2015,362,608,0133116530,9780133116533,Basic Technical Mathematics with Calculus,Mathematics
43,10,1/30/2016,104,485,0321880153,9780321880154,Elementary Algebra,Mathematics
43,11,11/7/2015,484,627,0321872185,9780321872180,Intermediate Algebra 10,Mathematics
43,12,11/25/2015,690,587,032183724X,9780321837240,Algebra and Trigonometry,Mathematics
43,13,12/2/2015,442,643,0132871696,9780132871693,Engineering Vibration,Engineering
43,14,9/1/2015,519,952,0133097897,9780133097894,"Corporate Finance, The Core",Business
43,15,1/19/2016,275,615,0321826124,9780321826121,Algebra and Trigonometry with Modeling & Visualization,Mathematics
43,16,8/16/2015,258,912,0132994909,9780132994903,Fundamentals of Human Resource Management,Business
43,17,6/7/2015,522,637,0321851668,9780321851666,Elementary Statistics Using Excel,Statistics
43,18,1/2/2016,596,704,0133354857,9780133354850,Fundamentals of Communication Systems,Engineering
43,19,11/27/2015,351,957,0132992914,9780132992916,Principles of Risk Management and Insurance,Business
43,20,4/6/2015,485,692,0133354695,9780133354690,Cryptography and Network Security: Principles and Practice,Computer Science
43,21,7/5/2015,37,896,0132994895,9780132994897,Psychology of Investing,Business
43,22,8/26/2015,415,922,0133043606,9780133043600,Management,Business
43,23,5/25/2015,313,595,0321848284,9780321848284,Intermediate Algebra: Concepts & Applications,Mathematics
43,24,12/31/2015,484,567,0321906365,9780321906366,"Writing and Reading Across the Curriculum, Brief Edition",English
43,25,5/17/2015,304,891,0133078353,9780133078350,Marketing Plan Handbook,Business
44,1,5/14/2015,251,978,0132145375,9780132145374,Database Processing,Computer Science
44,2,9/4/2015,37,703,0133023672,9780133023671,Principles of Macroeconomics,Economics
44,3,2/10/2016,95,624,0321837347,9780321837349,Precalculus,Mathematics
44,4,5/13/2015,616,583,032180709X,9780321807090,John E. Freund's Mathematical Statistics with Applications,Statistics
44,5,6/30/2015,655,899,0132994348,9780132994347,Personal Finance,Business
44,6,3/19/2015,131,684,0132868792,9780132868792,Ownership Series: Ownership: Effective Planning,Student Success
44,7,11/27/2015,587,891,0133078353,9780133078350,Marketing Plan Handbook,Business
44,8,4/6/2015,687,895,0132971275,9780132971270,Intercultural Business Communication,Business
44,9,3/19/2015,179,688,013340675X,9780133406757,"Essentials of Processes, Systems and Information: with SAP tutorials",Business
44,10,12/27/2015,665,632,0321848748,9780321848741,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics
44,11,1/15/2016,461,913,0132949334,9780132949330,Economics,Economics
44,12,11/11/2015,55,690,0133255573,9780133255577,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business
44,13,6/15/2015,91,970,0132147556,9780132147552,E-Marketing,Business
45,1,5/7/2015,629,680,0133252817,9780133252811,Introduction to Programming with C++,Computer Science
45,2,4/26/2015,308,604,0321838203,9780321838209,Calculus and Its Applications Expanded Version,Mathematics
45,3,10/23/2015,42,486,0321880129,9780321880123,Intermediate Algebra,Mathematics
46,1,2/3/2016,335,485,0321880153,9780321880154,Elementary Algebra,Mathematics
46,2,10/10/2015,407,637,0321851668,9780321851666,Elementary Statistics Using Excel,Statistics
46,3,5/17/2015,590,685,013286908X,9780132869089,Ownership Series: Ownership: Critical Thinking,Student Success
46,4,12/21/2015,463,696,0133140512,9780133140514,Entrepreneurial Finance,Business
46,5,4/19/2015,122,551,0205902278,9780205902279,Literature and the Writing Process,English
46,6,8/2/2015,95,938,0133019934,9780133019933,Microeconomics: Theory and Applications with Calculus,Economics
46,7,5/31/2015,52,786,0137024878,9780137024872,Managerial Accounting: Decision Making and Motivating Performance,Business
46,8,7/2/2015,459,914,0133029670,9780133029673,Using MIS,Business
46,9,5/4/2015,108,625,0132180537,9780132180535,"Career Tool Kit, The: Skills for Success",Student Success
46,10,11/6/2015,391,595,0321848284,9780321848284,Intermediate Algebra: Concepts & Applications,Mathematics
46,11,2/9/2016,208,958,0132991330,9780132991339,Macroeconomics,Economics
46,12,12/30/2015,643,626,0321880110,9780321880116,Elementary & Intermediate Algebra,Mathematics
46,13,4/22/2015,550,622,0321859227,9780321859228,"Prealgebra and Introductory Algebra, 4e",Mathematics
46,14,2/15/2016,70,639,0133378500,9780133378504,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),Computer Science
46,15,11/12/2015,163,603,0321825276,9780321825278,Intro Stats,Statistics
46,16,7/12/2015,199,570,0321838939,9780321838933,Basic College Vocabulary Strategies,Student Success
46,17,6/1/2015,514,598,0321826035,9780321826039,Introductory & Intermediate Algebra 3e,Mathematics
46,18,11/6/2015,599,690,0133255573,9780133255577,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business
46,19,7/12/2015,158,695,0132832887,9780132832885,Aerodynamics for Engineers,Engineering
46,20,5/4/2015,135,787,0133406954,9780133406955,Visual Basic 2012 How to Program,Computer Science
46,21,11/16/2015,349,646,0133125904,9780133125900,"Power Electronics: Circuits,Devices & Applications",Engineering
46,22,3/29/2015,154,597,0321870484,9780321870483,Introductory Algebra 10,Mathematics
47,1,8/30/2015,183,477,0133128083,9780133128086,Starting Out With Visual Basic,Computer Science
47,2,4/8/2015,126,612,0321826027,9780321826022,Precalculus with Modeling & Visualization,Mathematics
47,3,4/15/2015,371,623,0321729560,9780321729569,Precalculus Essentials,Mathematics
47,4,5/22/2015,698,623,0321729560,9780321729569,Precalculus Essentials,Mathematics
47,5,8/8/2015,689,898,0133059049,9780133059045,Better Business,Business
47,6,5/5/2015,451,974,0132991284,9780132991285,The Economics of Macro Issues,Economics
47,7,2/24/2016,248,629,032181696X,9780321816962,Precalculus: Essentials,Mathematics
47,8,1/10/2016,432,688,013340675X,9780133406757,"Essentials of Processes, Systems and Information: with SAP tutorials",Business
47,9,12/3/2015,309,627,0321872185,9780321872180,Intermediate Algebra 10,Mathematics
47,10,5/18/2015,633,952,0133097897,9780133097894,"Corporate Finance, The Core",Business
47,11,5/1/2015,314,490,0321836987,9780321836984,Essential Statistics,Statistics
47,12,2/24/2016,137,632,0321848748,9780321848741,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics
47,13,5/22/2015,117,687,0132136422,9780132136426,Introduction to Materials Science,Engineering
47,14,5/11/2015,331,611,0321860594,9780321860590,"Cornerstones for Community College Success, 2/E",Student Success
47,15,6/30/2015,426,927,0133062120,9780133062120,International Management: Text and Cases,Business
47,16,11/30/2015,560,917,0132971216,9780132971218,Information Systems Today,Business
47,17,7/7/2015,481,550,0321829174,9780321829177,Literature for Composition,English
47,18,11/4/2015,473,595,0321848284,9780321848284,Intermediate Algebra: Concepts & Applications,Mathematics
47,19,3/17/2015,465,568,0321846621,9780321846624,Reading Rhetorically,English
47,20,12/15/2015,448,934,0132948893,9780132948890,Economics Today: The Macro View,Economics
47,21,4/12/2015,38,677,0132992795,9780132992794,"Macroeconomics, 2/e",Economics
47,22,5/5/2015,462,632,0321848748,9780321848741,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics
47,23,7/1/2015,272,785,0132974401,9780132974400,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",Business
47,24,7/9/2015,26,592,0321845056,9780321845054,Essential Math 4e,Mathematics
47,25,4/2/2015,64,560,0205891500,9780205891504,Prose Reader,English
47,26,12/31/2015,697,626,0321880110,9780321880116,Elementary & Intermediate Algebra,Mathematics
48,1,10/17/2015,617,924,0133022927,9780133022926,The Economics of Sports,Economics
48,2,4/16/2015,690,918,0132993341,9780132993340,Fundamentals of Futures and Options Markets,Business
48,3,11/23/2015,247,561,0205863795,9780205863792,The DK Handbook,Student Success
48,4,11/18/2015,60,937,0133423905,9780133423907,Microeconomics,Economics
48,5,1/31/2016,167,692,0133354695,9780133354690,Cryptography and Network Security: Principles and Practice,Computer Science
48,6,12/30/2015,582,603,0321825276,9780321825278,Intro Stats,Statistics
49,1,11/17/2015,163,933,0132948907,9780132948906,Economics Today,Economics
49,2,9/14/2015,497,594,0321874226,9780321874221,Elementary Algebra:  Concepts & Applications,Mathematics
49,3,9/10/2015,700,910,0133020266,9780133020267,Managerial Economics,Economics
49,4,9/4/2015,572,608,0133116530,9780133116533,Basic Technical Mathematics with Calculus,Mathematics
49,5,12/8/2015,617,930,0132948877,9780132948876,Macroeconomics,Economics
49,6,2/25/2016,465,686,0132869063,9780132869065,Ownership Series: Ownership: Study Strategies,Student Success
49,7,10/26/2015,202,704,0133354857,9780133354850,Fundamentals of Communication Systems,Engineering
49,8,11/6/2015,563,610,0321860470,9780321860477,Cornerstones for College Success,Student Success
49,9,5/12/2015,81,636,0321795911,9780321795915,Trigonometry,Mathematics
49,10,6/16/2015,121,680,0133252817,9780133252811,Introduction to Programming with C++,Computer Science
49,11,10/3/2015,107,964,0133083578,9780133083576,The Practice of Public Relations,Business
49,12,3/29/2015,146,959,0133251039,9780133251036,Introduction to Financial Accounting,Business
49,13,1/7/2016,448,678,0133074676,9780133074673,Marketing Research,Business
49,14,4/16/2015,228,943,0132991306,9780132991308,Modern Systems Analysis and Design,Business
49,15,7/20/2015,322,925,013297133X,9780132971331,Guide to Managerial Communication,Business
49,16,1/4/2016,649,594,0321874226,9780321874221,Elementary Algebra:  Concepts & Applications,Mathematics
49,17,4/23/2015,488,480,032183870X,9780321838704,Fundamentals of Statistics,Statistics
49,18,6/12/2015,100,937,0133423905,9780133423907,Microeconomics,Economics
49,19,11/17/2015,104,899,0132994348,9780132994347,Personal Finance,Business
49,20,10/20/2015,422,896,0132994895,9780132994897,Psychology of Investing,Business
49,21,3/11/2015,51,604,0321838203,9780321838209,Calculus and Its Applications Expanded Version,Mathematics
49,22,5/1/2015,442,571,0321898680,9780321898685,Style: Lessons in Clarity and Grace 11E,English
49,23,12/16/2015,487,486,0321880129,9780321880123,Intermediate Algebra,Mathematics
50,1,7/31/2015,278,633,0321848837,9780321848833,Brief Calculus & Its Applications,Mathematics
50,2,4/26/2015,575,574,0321899970,9780321899972,Technical Communication,English
50,3,8/7/2015,313,929,0133084043,9780133084047,Principles of Marketing,Business
50,4,7/3/2015,563,932,0132994879,9780132994873,Foundations of Finance,Business
50,5,5/9/2015,287,572,0205890547,9780205890545,Mosaics: Reading and Writing Paragraphs,Student Success
50,6,11/21/2015,268,678,0133074676,9780133074673,Marketing Research,Business
50,7,2/9/2016,292,600,0321817621,9780321817624,Statistical Reasoning for Everyday Life,Statistics
50,8,7/5/2015,28,559,0205901840,9780205901845,The Blair Reader,English
50,9,4/1/2015,546,967,013302380X,9780133023800,Principles of Economics,Economics
50,10,12/10/2015,593,701,013267145X,9780132671453,Adaptive Filter Theory,Engineering
50,11,4/12/2015,447,615,0321826124,9780321826121,Algebra and Trigonometry with Modeling & Visualization,Mathematics
50,12,2/29/2016,489,936,0133023443,9780133023442,Systems Analysis and Design,Business
50,13,1/1/2016,153,608,0133116530,9780133116533,Basic Technical Mathematics with Calculus,Mathematics
50,14,8/16/2015,273,594,0321874226,9780321874221,Elementary Algebra:  Concepts & Applications,Mathematics
50,15,1/29/2016,489,685,013286908X,9780132869089,Ownership Series: Ownership: Critical Thinking,Student Success
50,16,3/29/2015,93,566,0321865820,9780321865823,Academic Reading,Student Success
50,17,9/7/2015,105,948,0133126242,9780133126242,"Integrated Advertising, Promotion, and Marketing Communications",Business
50,18,4/27/2015,665,563,0321880943,9780321880949,The Necessary Shakespeare,English
50,19,9/7/2015,394,944,0132968363,9780132968362,Principles of Operations Management,Business
50,20,8/2/2015,543,585,0321833651,9780321833655,College Algebra Essentials,Mathematics
50,21,5/1/2015,297,930,0132948877,9780132948876,Macroeconomics,Economics
50,22,7/27/2015,420,550,0321829174,9780321829177,Literature for Composition,English
50,23,5/7/2015,172,904,0133063003,9780133063004,International Business,Business
50,24,5/3/2015,621,964,0133083578,9780133083576,The Practice of Public Relations,Business
50,25,2/14/2016,37,557,0321872568,9780321872562,LB Brief with Tabs,Student Success
50,26,12/10/2015,190,707,0321566440,9780321566447,Managerial Economics,Economics
50,27,10/15/2015,312,923,0133058360,9780133058369,Guide to Presentations,Business
50,28,12/19/2015,495,563,0321880943,9780321880949,The Necessary Shakespeare,English
50,29,11/20/2015,653,482,032182573X,9780321825735,Excursions in Modern Mathematics,Mathematics
50,30,12/9/2015,363,591,0321825535,9780321825537,Basic College Mathematics,Mathematics
50,31,1/28/2016,290,614,020588539X,9780205885398,Writing for Life: Sentences and Paragraphs,Student Success
51,1,7/21/2015,260,625,0132180537,9780132180535,"Career Tool Kit, The: Skills for Success",Student Success
51,2,12/25/2015,349,567,0321906365,9780321906366,"Writing and Reading Across the Curriculum, Brief Edition",English
51,3,6/3/2015,219,548,0205876641,9780205876648,"The Curious Writer, Concise Edition",English
51,4,5/13/2015,197,676,0132461862,9780132461863,International Monetary & Financial  Economics,Economics
51,5,11/9/2015,310,934,0132948893,9780132948890,Economics Today: The Macro View,Economics
51,6,5/11/2015,65,952,0133097897,9780133097894,"Corporate Finance, The Core",Business
51,7,7/28/2015,375,546,0205235778,9780205235773,The Curious Writer,English
51,8,9/16/2015,510,562,0205874126,9780205874125,Sterling Stories,Student Success
51,9,1/14/2016,402,570,0321838939,9780321838933,Basic College Vocabulary Strategies,Student Success
51,10,4/25/2015,213,688,013340675X,9780133406757,"Essentials of Processes, Systems and Information: with SAP tutorials",Business
51,11,3/6/2016,176,636,0321795911,9780321795915,Trigonometry,Mathematics
51,12,1/16/2016,48,685,013286908X,9780132869089,Ownership Series: Ownership: Critical Thinking,Student Success
51,13,3/6/2016,599,599,032174747X,9780321747471,Analysis with an Introduction to Proof,Mathematics
51,14,12/11/2015,676,613,0133011208,9780133011203,Business Math,Business
51,15,9/9/2015,596,947,0132921146,9780132921145,Operations Management,Business
52,1,12/12/2015,413,473,0133068307,9780133068306,Introduction to JavaScript Programming with XML and PHP,Computer Science
52,2,7/26/2015,512,958,0132991330,9780132991339,Macroeconomics,Economics
52,3,9/23/2015,511,952,0133097897,9780133097894,"Corporate Finance, The Core",Business
52,4,12/15/2015,372,563,0321880943,9780321880949,The Necessary Shakespeare,English
53,1,5/2/2015,350,704,0133354857,9780133354850,Fundamentals of Communication Systems,Engineering
53,2,1/26/2016,222,477,0133128083,9780133128086,Starting Out With Visual Basic,Computer Science
53,3,1/16/2016,154,793,0136015727,9780136015727,Reliability Engineering,Engineering
53,4,2/25/2016,635,560,0205891500,9780205891504,Prose Reader,English
53,5,4/22/2015,277,686,0132869063,9780132869065,Ownership Series: Ownership: Study Strategies,Student Success
53,6,8/6/2015,464,899,0132994348,9780132994347,Personal Finance,Business
53,7,9/29/2015,228,553,0205883052,9780205883059,"The Prentice Hall Guide for College Writers, Brief Edition",English
53,8,6/10/2015,212,923,0133058360,9780133058369,Guide to Presentations,Business
53,9,12/2/2015,283,983,0132145383,9780132145381,Electronic Commerce 2012,Business
53,10,5/21/2015,180,975,0133022935,9780133022933,The Economics of Public Issues,Economics
53,11,1/4/2016,66,896,0132994895,9780132994897,Psychology of Investing,Business
53,12,6/2/2015,675,623,0321729560,9780321729569,Precalculus Essentials,Mathematics
53,13,1/8/2016,509,967,013302380X,9780133023800,Principles of Economics,Economics
53,14,4/3/2015,476,485,0321880153,9780321880154,Elementary Algebra,Mathematics
53,15,6/7/2015,467,683,0132869500,9780132869508,Ownership Series: Ownership: Accountability,Student Success
54,1,6/22/2015,303,703,0133023672,9780133023671,Principles of Macroeconomics,Economics
54,2,8/29/2015,126,940,0132948869,9780132948869,Microeconomics,Economics
54,3,2/23/2016,305,943,0132991306,9780132991308,Modern Systems Analysis and Design,Business
54,4,1/31/2016,204,624,0321837347,9780321837349,Precalculus,Mathematics
55,1,5/6/2015,290,625,0132180537,9780132180535,"Career Tool Kit, The: Skills for Success",Student Success
55,2,4/3/2015,153,475,0133250121,9780133250121,Java Software Structures,Computer Science
55,3,4/19/2015,391,588,0321782283,9780321782281,College Algebra,Mathematics
55,4,3/30/2015,42,683,0132869500,9780132869508,Ownership Series: Ownership: Accountability,Student Success
55,5,10/16/2015,528,892,013295351X,9780132953511,Opportunities and Challenges of Workplace Diversity,Business
55,6,1/2/2016,359,567,0321906365,9780321906366,"Writing and Reading Across the Curriculum, Brief Edition",English
55,7,11/14/2015,518,958,0132991330,9780132991339,Macroeconomics,Economics
55,8,1/17/2016,457,559,0205901840,9780205901845,The Blair Reader,English
55,9,1/25/2016,291,551,0205902278,9780205902279,Literature and the Writing Process,English
55,10,6/3/2015,606,947,0132921146,9780132921145,Operations Management,Business
55,11,11/4/2015,480,785,0132974401,9780132974400,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",Business
55,12,4/15/2015,465,704,0133354857,9780133354850,Fundamentals of Communication Systems,Engineering
55,13,2/8/2016,414,593,0321845021,9780321845023,Prealgebra  5e,Mathematics
55,14,11/19/2015,171,564,0205578063,9780205578061,Read to Achieve: Gateway to Academic Reading,Student Success
55,15,6/30/2015,44,586,0321729641,9780321729644,College Algebra: An Early Functions Approach,Mathematics
55,16,5/29/2015,243,564,0205578063,9780205578061,Read to Achieve: Gateway to Academic Reading,Student Success
55,17,5/20/2015,278,488,0321836510,9780321836519,Statistics for Business: Decision Making and Analysis,Statistics
55,18,10/17/2015,116,612,0321826027,9780321826022,Precalculus with Modeling & Visualization,Mathematics
55,19,7/30/2015,288,896,0132994895,9780132994897,Psychology of Investing,Business
55,20,11/30/2015,342,911,0132994844,9780132994842,Economics,Economics
55,21,7/7/2015,203,615,0321826124,9780321826121,Algebra and Trigonometry with Modeling & Visualization,Mathematics
55,22,5/8/2015,623,547,020587665X,9780205876655,"The Curious Writer, Brief Edition",English
55,23,12/13/2015,567,960,0133056252,9780133056259,Customer Service: Career Success through Customer Loyalty,Business
